,date,value,unique,transVolume,revenue,tradeVolume,marketCap
680,2013-11-11,339.38,86543.0,133756.549567,1675519.06,11509222.6051,4064669415.0
681,2013-11-12,353.95,95747.0,175878.461433,1679492.75,6827828.83166,4240843076.25
682,2013-11-13,391.64,100090.0,211876.903463,1850107.36,13932937.4012,4694265577.0
683,2013-11-14,416.5,113020.0,230764.177298,1769292.0,13310930.6322,4994001600.0
684,2013-11-15,428.24,97415.0,181297.6943,1752786.32,10680850.9369,5136513974.0
685,2013-11-16,433.53,97096.0,161444.429874,2130799.95,13206368.4702,5202089043.75
686,2013-11-17,463.0,86411.0,123332.175798,2240920.0,9467000.46135,5557944600.0
687,2013-11-18,583.16,130894.0,269393.545055,2405535.0,26396846.1667,7002760228.0
688,2013-11-19,559.99,170367.0,369805.208489,2187880.93,51468001.2852,6726697878.25
689,2013-11-20,595.0,141505.0,249941.046268,2439500.0,29401413.7641,7149668750.0
690,2013-11-21,694.95,124584.0,199765.766698,2589383.7,27820861.9278,8353264252.5
691,2013-11-22,761.0,140082.0,239408.738461,3175653.0,20545165.6326,9150340100.0
692,2013-11-23,837.99,134532.0,302279.327336,3411457.29,17943616.9462,10079469418.5
693,2013-11-24,833.16,103353.0,204373.131161,3596751.72,16913925.9398,10024956042.0
694,2013-11-25,814.0,117870.0,144975.790333,3678466.0,10870023.1517,9798077300.0
695,2013-11-26,844.9,145494.0,436920.923089,3484367.6,27112782.8655,10173483145.0
696,2013-11-27,961.0,164541.0,280179.56086,4015058.0,28005244.2108,11575437200.0
697,2013-11-28,1009.0,180643.0,289676.303739,4623238.0,41250395.8812,12158197750.0
698,2013-11-29,1083.9,160752.0,289167.225124,5040135.0,25685288.7203,13065737062.5
699,2013-11-30,1119.96,150747.0,186140.625688,4504479.12,17773842.4348,13504897665.0
700,2013-12-01,970.0,125448.0,147212.205732,4745240.0,26557474.5699,11701352500.0
701,2013-12-02,992.27,144106.0,154714.595338,4062353.38,62569704.1613,11974044577.8
702,2013-12-03,1060.0,149257.0,167815.61355,5057260.0,16889510.1006,12796399500.0
703,2013-12-04,1151.0,150637.0,166541.138222,5117346.0,14221497.1382,13900051500.0
704,2013-12-05,1028.34,164289.0,213798.889377,4417748.64,56082558.2788,12423144163.5
705,2013-12-06,894.0,140744.0,129639.681051,4731942.0,28473416.6056,10804928700.0
706,2013-12-07,727.29,143645.0,194241.54978,3505537.8,71950734.3038,8793554296.5
707,2013-12-08,722.99,95996.0,79741.2310343,3258515.93,19251155.3373,8744799021.75
708,2013-12-09,871.0,127647.0,102106.692646,4256577.0,26254647.3335,10539274200.0
709,2013-12-10,936.98,128388.0,107273.546337,4726127.12,18923485.8446,11342353720.5
710,2013-12-11,886.2,129666.0,113570.108313,3515555.4,30884927.5888,10731150885.0
711,2013-12-12,845.75,113825.0,96447.6542167,3521703.0,13702449.4518,10244844618.8
712,2013-12-13,874.0,120982.0,115669.560347,3639336.0,13658135.9123,10590673150.0
713,2013-12-14,864.7,113263.0,118493.094642,4334741.1,7165449.73387,10482304132.5
714,2013-12-15,848.17,103782.0,69686.7537635,3783686.37,9690220.09601,10285693977.2
715,2013-12-16,709.0,137337.0,100614.596189,3430851.0,18628897.8591,8601410750.0
716,2013-12-17,702.05,139023.0,129543.232394,3468829.05,49864735.0759,8520552683.75
717,2013-12-18,576.16,153222.0,176642.423502,3035210.88,72050489.2357,6995691508.0
718,2013-12-19,653.0,134257.0,129711.378718,3535995.0,42939133.9339,7932203225.0
719,2013-12-20,660.0,125004.0,96751.4420959,3343560.0,20692457.0756,8020567500.0
720,2013-12-21,612.5,110306.0,144655.358605,2504512.5,21561556.7352,7445825625.0
721,2013-12-22,637.0,98559.0,107145.421964,2650557.0,11309057.6955,7746302200.0
722,2013-12-23,639.9,105307.0,115832.894263,2550641.4,7094014.16869,7784111542.5
723,2013-12-24,647.27,135360.0,140470.739362,2693937.74,10227927.1773,7876450630.75
724,2013-12-25,658.07,120437.0,265022.259102,2837597.84,3671203.11505,8010702561.75
725,2013-12-26,734.42,97504.0,112759.22907,3294608.12,14586203.7083,8943399550.0
726,2013-12-27,715.51,115404.0,99091.4361539,3139657.88,17031135.9975,8716253381.25
727,2013-12-28,701.61,95474.0,81624.9140952,2884318.71,8684724.90288,8549801919.75
728,2013-12-29,714.79,93084.0,100343.997877,2688325.19,5709053.23116,8713093532.75
729,2013-12-30,739.1,130692.0,80819.9806177,3594982.4,6175352.43235,9013010382.5
730,2013-12-31,731.0,108166.0,85924.942988,3096516.0,5888482.5625,8917322800.0
731,2014-01-01,746.9,83356.0,47200.963651,3741222.1,6136683.50782,9115018220.0
732,2014-01-02,758.01,103246.0,89945.0500573,2775832.62,5773483.61987,9253369174.5
733,2014-01-03,806.21,125864.0,90177.3122563,3296592.69,15945573.4398,9845053570.25
734,2014-01-04,822.38,103502.0,61083.4543063,3052674.56,10067025.947,10045556735.5
735,2014-01-05,896.0,106688.0,93541.5839993,4043648.0,17461277.5848,10948873600.0
736,2014-01-06,934.21,152700.0,137435.66852,4160971.34,26853239.5657,11419923171.5
737,2014-01-07,867.38,121152.0,99090.6618117,4068012.2,19755518.7575,10607038228.5
738,2014-01-08,825.29,129583.0,124971.684674,4076107.31,32434576.7738,10096391537.5
739,2014-01-09,809.17,114730.0,78198.5646148,3671204.29,13678077.9012,9902844981.75
740,2014-01-10,827.46,112691.0,84557.956894,4188602.52,15341573.7808,10130861704.5
741,2014-01-11,891.85,110670.0,69069.18404,4626025.95,16675962.3576,10923824725.0
742,2014-01-12,851.0,98958.0,61178.6073931,4051611.0,11171979.1911,10427515750.0
743,2014-01-13,807.83,110334.0,54529.8586871,4109431.21,13419687.1286,9902642684.75
744,2014-01-14,820.75,133541.0,63341.5055743,3169736.5,10036413.3526,10064180131.2
745,2014-01-15,847.7,115087.0,70926.3652135,3640023.8,10885454.7419,10398269665.0
746,2014-01-16,830.9,110024.0,64966.2523114,4165301.7,6073510.13809,10196347805.0
747,2014-01-17,793.0,113632.0,69768.7292952,3044327.0,11288488.3849,9734293075.0
748,2014-01-18,801.53,95634.0,62789.1216865,3275853.11,8248056.82498,9842267405.5
749,2014-01-19,833.0,94782.0,60969.6611763,3841796.0,6486746.49701,10232530350.0
750,2014-01-20,831.72,144276.0,74375.0185075,3815931.36,5465133.5047,10220612013.0
751,2014-01-21,822.56,136930.0,88745.5737696,3550168.96,6338548.32152,10111586132.0
752,2014-01-22,813.05,131062.0,69508.8011905,3872557.15,6932278.28644,9998543353.75
753,2014-01-23,813.02,127975.0,58410.5813522,3630947.32,6127909.38343,10001792365.5
754,2014-01-24,789.1,127984.0,70730.6755518,3879215.6,11907988.6782,9711394517.5
755,2014-01-25,806.0,108098.0,66788.463594,3132922.0,6997182.45858,9922504800.0
756,2014-01-26,826.77,107203.0,54747.1713473,3316174.47,8807290.49676,10181507196.0
757,2014-01-27,777.0,145032.0,94721.0453114,3136749.0,11258300.0426,9571727025.0
758,2014-01-28,800.2,135152.0,91883.7731657,3331232.6,23185647.7315,9860844595.0
759,2014-01-29,803.6,124466.0,58026.1130583,3184666.8,6658715.05302,9905916930.0
760,2014-01-30,799.37,129214.0,82323.8562876,3207871.81,10211352.2942,9856971517.25
761,2014-01-31,802.5,132531.0,66506.0166552,3702735.0,6958858.42833,9899258812.5
762,2014-02-01,815.99,123558.0,78584.5789451,4028542.63,5947538.11696,10069683795.5
763,2014-02-02,819.57,112877.0,54699.0153664,3654462.63,3673585.2792,10117509693.0
764,2014-02-03,813.8,152868.0,63656.7048758,3956695.6,4536817.25875,10050226550.0
765,2014-02-04,809.05,140332.0,87317.5848212,3428753.9,5454760.45392,9994983473.75
766,2014-02-05,800.0,139743.0,68050.7891093,3430400.0,4349131.19077,9886600000.0
767,2014-02-06,778.0,142991.0,85594.7511423,3259042.0,15753523.0392,9617966650.0
768,2014-02-07,742.78,143818.0,175407.292924,3075109.2,49852548.5038,9185626009.0
769,2014-02-08,707.0,131014.0,126661.262676,3101609.0,8449899.91139,8746243975.0
770,2014-02-09,710.0,112334.0,90831.5016812,2688060.0,12373413.3157,8786037000.0
771,2014-02-10,665.0,155591.0,103084.05434,2552270.0,45281410.3927,8231719125.0
772,2014-02-11,670.0,121449.0,68673.5827114,2804620.0,17486897.8311,8296409000.0
773,2014-02-12,667.01,121999.0,63900.5598171,2794771.9,23622517.1702,8262169493.75
774,2014-02-13,633.99,130490.0,88113.5155279,2861830.86,10326596.2939,7856007836.25
775,2014-02-14,672.1,148377.0,153407.757599,3220703.2,51070232.986,8331452415.0
776,2014-02-15,651.42,127810.0,71336.3367764,2939858.46,14306450.6178,8078031423.0
777,2014-02-16,623.5,110198.0,73107.1290338,3015246.0,12215850.5495,7734813662.5
778,2014-02-17,642.0,114626.0,78776.6344119,2672004.0,18743382.2611,7966979250.0
779,2014-02-18,626.77,163002.0,98957.482839,2631807.23,10145711.0721,7780597426.0
780,2014-02-19,623.93,142987.0,102634.653809,2987376.84,4100506.09185,7748321499.75
781,2014-02-20,582.7,159962.0,110177.81416,2499200.3,17953764.6632,7238794695.0
782,2014-02-21,566.16,165370.0,157160.177684,2385798.24,21045093.3134,7035698628.0
783,2014-02-22,603.98,132542.0,91394.8751259,2483565.76,10942027.0023,7508165977.0
784,2014-02-23,626.77,142019.0,126772.125684,2858697.97,11013569.0711,7794323689.0
785,2014-02-24,545.0,167219.0,149731.940069,2486835.0,25554791.2104,6779936250.0
786,2014-02-25,528.0,208180.0,281744.32222,2253504.0,28633896.9697,6570696000.0
787,2014-02-26,585.38,166920.0,115324.140571,2657039.82,29824414.5598,7287410254.5
788,2014-02-27,585.17,164199.0,92939.6807663,2670130.71,14560568.0035,7287458482.75
789,2014-02-28,577.97,145830.0,91852.8192117,2725128.55,9573434.94723,7200509201.75
790,2014-03-01,571.5,151446.0,134959.406215,2122551.0,12629466.5456,7122018712.5
791,2014-03-02,559.88,139563.0,107653.801403,2091711.68,2667620.87528,6979296116.0
792,2014-03-03,666.5,187106.0,136835.246033,2375406.0,33646872.6538,8310755125.0
793,2014-03-04,677.61,201394.0,179938.366598,2366891.73,27726273.4628,8451643187.25
794,2014-03-05,664.85,180104.0,182399.722901,2685329.15,10069481.6693,8295167237.5
795,2014-03-06,657.02,171560.0,116537.394688,2670129.28,6644491.21934,8200135216.0
796,2014-03-07,621.3,154757.0,151762.37396,2602004.4,11533475.2123,7756914967.5
797,2014-03-08,609.0,154394.0,84741.2340899,2671683.0,7378972.86238,7606014150.0
798,2014-03-09,637.99,155361.0,89344.7555847,2623414.88,6357701.64366,7970696165.5
799,2014-03-10,621.99,164890.0,81166.2013191,2574416.61,6763274.88417,7773366674.25
800,2014-03-11,622.9,152037.0,66929.7288755,2625523.5,5391617.99061,7787355647.5
801,2014-03-12,642.1,165460.0,321.2847153,2707735.7,9309698.02458,8030086547.5
802,2014-03-13,642.61,165883.0,40.90252695,2724023.79,4786086.21641,8039179622.0
803,2014-03-14,636.47,139218.0,8.73130717,2220643.83,5350789.63545,7964578727.25
804,2014-03-15,636.29,128219.0,27.60700785,2790767.94,2522435.23633,7965110034.5
805,2014-03-16,634.94,121995.0,0.0,2514362.4,2073449.09781,7950718680.0
806,2014-03-17,624.7,140722.0,0.68755716,2788660.8,4399818.74931,7825273315.0
807,2014-03-18,627.0,140518.0,0.66400677,2279145.0,4533543.76029,7856357025.0
808,2014-03-19,608.41,130586.0,17374.2770868,2364889.67,4424994.8337,7625780519.5
809,2014-03-20,590.0,141026.0,68550.5603322,2470920.0,6173088.60368,7397493750.0
810,2014-03-21,579.99,155285.0,94575.2019302,2633154.6,12134002.5459,7274611573.5
811,2014-03-22,557.0,137388.0,63311.1467786,2458598.0,7773411.46318,6988706850.0
812,2014-03-23,567.13,131768.0,44738.3608912,2914481.07,3768574.27643,7118715007.75
813,2014-03-24,572.0,155589.0,52099.4420121,2852564.0,5621252.84603,7182689800.0
814,2014-03-25,580.02,145432.0,105421.619676,2197695.78,7230990.78936,7285587718.5
815,2014-03-26,585.7,146464.0,92414.1966264,2322300.5,6384680.23308,7359247287.5
816,2014-03-27,520.2,158999.0,119034.630163,2178597.6,17947985.1301,6538419810.0
817,2014-03-28,503.0,163425.0,126676.166472,2307261.0,21660004.8214,6324533375.0
818,2014-03-29,499.94,126941.0,64410.9455728,2141742.96,6383424.66542,6288195326.0
819,2014-03-30,449.02,150155.0,67965.2727264,1677089.7,11680078.817,5649401257.5
820,2014-03-31,457.0,137342.0,89252.5543608,1924427.0,9899400.51464,5751722025.0
821,2014-04-01,479.51,157020.0,110469.251097,2151561.37,11933723.0391,6037174753.0
822,2014-04-02,445.0,152718.0,98458.8285415,2063910.0,13183696.263,5604741625.0
823,2014-04-03,446.31,137224.0,71861.1296506,2326614.03,13651170.1497,5623561788.75
824,2014-04-04,446.01,144468.0,108587.373692,2246998.38,7827738.07648,5622022951.5
825,2014-04-05,451.84,135497.0,102676.533408,2027406.08,2413207.41084,5697532960.0
826,2014-04-06,459.67,163904.0,87401.8994641,1635965.53,2858575.74569,5797898152.25
827,2014-04-07,447.74,134360.0,71549.0920018,1640071.62,3185471.98925,5649057225.5
828,2014-04-08,454.07,148772.0,75592.3216902,1777684.05,2590340.95081,5730692600.75
829,2014-04-09,443.1,144875.0,91886.2775571,1611997.8,3635252.10153,5593849485.0
830,2014-04-10,401.0,165795.0,106662.880964,1762796.0,14696324.8165,5064118725.0
831,2014-04-11,427.99,146801.0,128718.525966,1600254.61,23034954.2046,5406562275.5
832,2014-04-12,424.98,124543.0,90939.4255034,1703744.82,5630343.87206,5370238521.0
833,2014-04-13,405.0,150009.0,51077.4564614,2018520.0,3924022.19855,5119777125.0
834,2014-04-14,453.14,146634.0,102268.597375,2068130.96,14248632.2169,5730397111.5
835,2014-04-15,489.91,166401.0,101696.067367,2396149.81,14255961.1123,6197777923.5
836,2014-04-16,511.5,142870.0,84864.0305284,1913010.0,17293604.9893,6472815112.5
837,2014-04-17,495.0,141012.0,85923.6126777,2160675.0,10999219.5818,6266167875.0
838,2014-04-18,479.98,123771.0,55393.8709079,1877681.76,5910268.09861,6077902743.5
839,2014-04-19,499.9,127435.0,56363.2276569,2043591.2,4766233.24969,6332183310.0
840,2014-04-20,500.19,149260.0,37131.620057,2130809.4,3517855.74162,6337982518.5
841,2014-04-21,496.5,124225.0,194634.11609,2202474.0,4077741.38323,6293422987.5
842,2014-04-22,493.33,150856.0,83148.3246991,1906720.45,3319630.72023,6255140735.25
843,2014-04-23,487.3,134126.0,79808.4118529,2138759.7,3387938.33633,6180815740.0
844,2014-04-24,491.6,129810.0,65954.5516763,1813512.4,2950180.15545,6237162710.0
845,2014-04-25,459.15,157853.0,82635.0562367,1888943.1,14864619.0544,5827336661.25
846,2014-04-26,463.88,131955.0,70379.2287826,2068904.8,5488431.2551,5889432077.0
847,2014-04-27,440.1,147987.0,42654.6349493,1842258.6,3004849.99037,5589358020.0
848,2014-04-28,447.0,133142.0,82603.4268521,1860414.0,7435225.80719,5678844450.0
849,2014-04-29,447.7,145888.0,78609.3176568,1773787.4,5867459.59143,5689505910.0
850,2014-04-30,449.0,137816.0,80209.2616523,1644238.0,6613111.09721,5707665550.0
851,2014-05-01,460.01,134499.0,77081.3051207,1937562.12,4875835.14374,5849556161.5
852,2014-05-02,447.51,128157.0,73318.7521847,1906840.11,3482262.37966,5692506204.0
853,2014-05-03,434.5,103028.0,44763.5313515,1568979.5,3330775.1949,5528578000.0
854,2014-05-04,436.21,138218.0,42027.9980581,1661523.89,2183121.32116,5551993638.0
855,2014-05-05,427.83,113712.0,73371.7147306,1342102.71,3702307.56465,5446671642.75
856,2014-05-06,430.33,144937.0,80473.9705502,2007489.45,3589800.16927,5480499989.75
857,2014-05-07,446.65,137586.0,76046.178882,1825905.2,4859661.74835,5690164672.5
858,2014-05-08,441.5,140822.0,84131.4638094,1727589.5,3672052.53392,5626277325.0
859,2014-05-09,452.02,140925.0,71574.8261403,1882663.3,3479164.12754,5762215354.0
860,2014-05-10,452.42,119139.0,47424.1536989,2006482.7,1987268.04243,5769316392.5
861,2014-05-11,435.0,143525.0,38676.0690803,1809165.0,4017454.8715,5548979625.0
862,2014-05-12,441.5,130988.0,53514.2142613,1738185.5,2146397.56703,5633628300.0
863,2014-05-13,438.95,125036.0,67211.4554018,1871243.85,2631621.40245,5602955327.5
864,2014-05-14,447.49,131116.0,65881.5798075,1683457.38,2580421.61955,5713641818.0
865,2014-05-15,448.99,151809.0,99301.2085649,1868696.38,2812034.16881,5734657426.5
866,2014-05-16,449.51,127748.0,68928.650986,2050664.62,1673318.64424,5743344319.0
867,2014-05-17,449.08,115383.0,50428.3060855,2058582.72,1210724.5628,5739904793.0
868,2014-05-18,447.14,151855.0,49460.7017435,1725066.12,1040708.52633,5716830220.5
869,2014-05-19,446.42,127935.0,64454.8621609,1979872.7,1830522.70062,5709600195.0
870,2014-05-20,485.01,153007.0,106971.752725,2176239.87,11431636.3559,6205327067.25
871,2014-05-21,494.87,145579.0,91052.5348517,2208604.81,5867533.83487,6333680297.25
872,2014-05-22,523.84,129318.0,69311.2492607,2193318.08,8273162.57552,6706644944.0
873,2014-05-23,527.47,155129.0,89878.5367085,2089836.14,9905039.89549,6755202796.0
874,2014-05-24,521.52,113362.0,66528.3291914,2196642.24,4227327.36092,6681192720.0
875,2014-05-25,575.0,159903.0,85744.0619869,2175800.0,11020114.3446,7368495625.0
876,2014-05-26,584.0,136252.0,90215.7596323,2473824.0,6905630.69135,7486296000.0
877,2014-05-27,581.87,145771.0,99352.6793441,1883513.19,11110797.8591,7460868060.75
878,2014-05-28,574.33,161438.0,151911.539086,2548876.54,5211005.77788,7366729894.5
879,2014-05-29,568.0,143379.0,79524.0842535,1867016.0,5341070.01597,7287397400.0
880,2014-05-30,609.03,137258.0,78117.2103012,2489105.61,10417485.6296,7816291020.0
881,2014-05-31,620.45,123216.0,65421.9845376,2363294.05,8690735.14155,7965213010.0
882,2014-06-01,674.98,164472.0,70265.9645097,3027285.3,9828012.8575,8668278779.5
883,2014-06-02,631.49,140278.0,58851.4867183,2832232.65,13128228.4851,8112594157.5
884,2014-06-03,673.9,162366.0,94496.0290622,3176090.7,15062190.4919,8660592155.0
885,2014-06-04,644.66,154092.0,89479.7599241,2957055.42,11331619.528,8287765076.5
886,2014-06-05,658.72,148891.0,93229.0860041,2395764.64,7171685.02365,8470908648.0
887,2014-06-06,655.75,150478.0,107259.731229,2433488.25,3423735.08983,8435141762.5
888,2014-06-07,654.3,127246.0,63434.5153945,2508586.2,5282829.0175,8418992602.5
889,2014-06-08,652.0,153084.0,43356.9812792,2450216.0,1650470.75985,8391843100.0
890,2014-06-09,650.93,128287.0,54431.4249621,2219671.3,3773083.5432,8380284372.25
891,2014-06-10,649.89,150796.0,86748.2427289,2883561.93,4358768.8156,8369770837.5
892,2014-06-11,639.99,141736.0,90622.4484166,2342363.4,4917376.85601,8244607176.0
893,2014-06-12,617.0,140825.0,63483.1260868,2398279.0,5290172.33935,7950831675.0
894,2014-06-13,582.0,151052.0,87642.1421087,2451384.0,20999116.4711,7502256450.0
895,2014-06-14,557.92,136421.0,71395.8620326,2459869.28,8696987.11546,7194308660.0
896,2014-06-15,560.49,156871.0,51375.1768342,2611322.91,3812291.51055,7230054767.25
897,2014-06-16,595.0,144825.0,63823.2376017,3026170.0,8714228.15506,7678237000.0
898,2014-06-17,597.65,157183.0,68187.7411314,2666116.65,3078078.83339,7715093732.5
899,2014-06-18,604.6,153204.0,91934.1393803,2576805.2,5370642.47576,7807381180.0
900,2014-06-19,604.32,127162.0,75484.0572763,2288559.84,1828068.31575,7806046764.0
901,2014-06-20,593.33,142279.0,103381.649709,2750677.88,4531653.29796,7666832261.0
902,2014-06-21,590.99,131691.0,67356.6327814,2797746.66,2181393.92394,7639387910.75
903,2014-06-22,596.08,166479.0,105245.852394,2881450.72,2470475.72685,7708059500.0
904,2014-06-23,591.5,125908.0,59938.5438109,2341748.5,2906661.94415,7651170800.0
905,2014-06-24,585.54,149893.0,345288.311303,2904863.94,2312887.33764,7576975431.0
906,2014-06-25,567.0,150209.0,104795.61704,2642787.0,5713137.18193,7339701600.0
907,2014-06-26,569.0,141973.0,96594.9462988,2438734.0,3089629.11109,7368023675.0
908,2014-06-27,588.97,143429.0,92342.9147273,2759324.45,4008598.56359,7629370137.5
909,2014-06-28,597.08,123855.0,77029.2171881,2796722.72,3682753.6602,7737216399.0
910,2014-06-29,596.0,159773.0,52038.0594492,2597368.0,986521.497695,7725813900.0
911,2014-06-30,620.0,136152.0,77829.9280892,1943700.0,7341093.03142,8038858000.0
912,2014-07-01,654.45,163651.0,133898.587757,2265705.9,7233282.59393,8487791107.5
913,2014-07-02,654.0,152310.0,107503.537994,2281152.0,4473747.88999,8484227550.0
914,2014-07-03,644.04,142946.0,82968.0745036,2148517.44,2873518.20482,8357159646.0
915,2014-07-04,635.49,128352.0,72250.9826539,2548314.9,5984390.056,8248755523.5
916,2014-07-05,632.78,107662.0,39956.2047883,2409626.24,1483175.51813,8215983881.0
917,2014-07-06,634.49,163209.0,57682.4857392,2369185.66,2033092.69148,8240549910.75
918,2014-07-07,621.98,136897.0,67664.8838176,2167600.3,4154806.79247,8080235477.0
919,2014-07-08,623.7,192201.0,79130.3310378,2533469.4,1898911.71562,8105106240.0
920,2014-07-09,624.84,160879.0,86404.4566298,2490612.24,1504875.44234,8122404507.0
921,2014-07-10,619.78,149129.0,87310.4677709,2392970.58,3861342.39076,8059014834.5
922,2014-07-11,630.31,145718.0,88688.0542529,2370595.91,3164691.20355,8198300350.25
923,2014-07-12,631.98,145144.0,85055.2927388,2612605.32,3241515.39792,8222628582.0
924,2014-07-13,630.9,165376.0,69131.8094722,2434643.1,2537902.19703,8211005775.0
925,2014-07-14,622.8,133673.0,80265.400563,2264500.8,2119002.35713,8107843950.0
926,2014-07-15,623.17,151679.0,82681.6823917,2156791.37,2130092.22307,8114810685.25
927,2014-07-16,619.48,151081.0,93575.6890771,2562788.76,2671748.78221,8069315506.0
928,2014-07-17,626.0,146474.0,86632.4681516,2683662.0,4091992.92579,8156920850.0
929,2014-07-18,629.86,141439.0,118267.396723,2510621.96,2412825.5353,8209721212.0
930,2014-07-19,630.92,132003.0,99117.705768,2719265.2,1920723.95666,8226250420.0
931,2014-07-20,623.77,176955.0,68554.8501936,2656636.43,1011690.67083,8135676167.5
932,2014-07-21,619.14,135230.0,89740.2355838,2312487.9,2279965.49295,8077594531.5
933,2014-07-22,621.03,134257.0,105733.02301,2227013.58,2102604.17487,8104472551.5
934,2014-07-23,622.01,155345.0,99064.5548428,2277178.61,1821393.43707,8119531937.0
935,2014-07-24,601.18,150217.0,95672.2211582,2245407.3,6237962.00411,7849862761.5
936,2014-07-25,602.59,151416.0,115026.298144,2371191.65,3341942.56411,7870638896.5
937,2014-07-26,595.88,130299.0,92585.261104,2090942.92,2386789.84206,7785082818.0
938,2014-07-27,592.51,163986.0,61390.4866778,2389592.83,2257131.11307,7743439126.25
939,2014-07-28,586.96,135674.0,90324.0912545,2000946.64,5624067.34767,7672902534.0
940,2014-07-29,581.5,147327.0,136701.568916,2171902.5,2815216.59368,7603694000.0
941,2014-07-30,573.48,151806.0,144110.085229,2514709.8,4145810.97858,7501333455.0
942,2014-07-31,586.0,152214.0,121804.09193,2262546.0,6917701.92177,7667355850.0
943,2014-08-01,601.94,146378.0,105899.487765,2308439.9,7216949.14115,7878220817.0
944,2014-08-02,591.59,133227.0,81889.1362619,2504792.06,2711525.26632,7745258967.25
945,2014-08-03,589.79,155660.0,99291.9289639,2245920.32,1719802.61778,7723934074.25
946,2014-08-04,593.94,122118.0,89552.7020773,2010486.9,2323087.95911,7780287333.0
947,2014-08-05,580.21,166966.0,122031.617521,1921655.52,4052712.00992,7602346577.5
948,2014-08-06,581.6,175244.0,155407.985354,2231599.2,4620012.30634,7622784020.0
949,2014-08-07,587.24,153189.0,109357.555788,2311376.64,3166937.84489,7699010020.0
950,2014-08-08,589.3,151292.0,81251.2318576,2378414.8,2961285.4482,7728389582.5
951,2014-08-09,588.61,130400.0,107577.288873,2551035.74,1171969.14037,7721886298.5
952,2014-08-10,588.99,176751.0,72194.420705,2641031.16,1745276.30999,7729507191.75
953,2014-08-11,578.97,161536.0,139879.267309,2640682.17,2371659.34951,7600645788.75
954,2014-08-12,569.54,172608.0,121960.242775,2584002.98,4574834.83924,7479427096.0
955,2014-08-13,550.14,173743.0,192867.259937,2165901.18,13355520.1831,7226817835.5
956,2014-08-14,521.66,168931.0,113722.434113,2223314.92,12855082.6947,6854912354.5
957,2014-08-15,498.16,155144.0,123663.979814,2034983.6,8298506.79055,6548138844.0
958,2014-08-16,509.0,161700.0,134086.420676,2183101.0,6187407.02583,6692802825.0
959,2014-08-17,491.88,180542.0,122717.045193,2047204.56,6020978.09221,6469722234.0
960,2014-08-18,468.19,146537.0,188979.346371,2053013.15,12555610.8492,6160174810.75
961,2014-08-19,487.5,172107.0,150704.479781,2516475.0,8989449.07859,6416755312.5
962,2014-08-20,507.3,163890.0,136671.675158,2009922.6,8069204.96225,6679378132.5
963,2014-08-21,525.78,176373.0,110444.626683,2214059.58,8433115.22164,6924903790.5
964,2014-08-22,518.25,156481.0,152036.650703,2091138.75,8286029.15529,6827814187.5
965,2014-08-23,503.88,135772.0,122214.502287,1982263.92,4840024.88406,6640470759.0
966,2014-08-24,510.75,183565.0,121963.196083,2098161.0,3707719.62742,6733102331.25
967,2014-08-25,503.79,148320.0,115820.842592,1694749.56,2916764.29378,6643037913.75
968,2014-08-26,512.79,163922.0,153164.650682,2134744.77,3517602.57052,6763841117.25
969,2014-08-27,514.84,160858.0,84099.5942237,2077894.24,3748502.0828,6792953412.0
970,2014-08-28,509.39,166074.0,72541.9655287,2310083.65,4062969.75669,6723349466.75
971,2014-08-29,511.99,145588.0,93207.7699158,2129878.4,3752062.19862,6759791170.25
972,2014-08-30,503.88,145985.0,158878.777238,2171218.92,2341133.76462,6654881727.0
973,2014-08-31,477.98,172302.0,107837.285302,2334454.32,4680272.99326,6315143457.0
974,2014-09-01,482.59,162588.0,176585.027174,1814538.4,4469424.45419,6377861181.0
975,2014-09-02,483.65,153606.0,152861.784001,1734368.9,3493402.36963,6393599083.75
976,2014-09-03,472.76,148218.0,147103.354275,1884421.36,2489654.96886,6251518222.0
977,2014-09-04,486.0,152304.0,162280.856186,2034396.0,5008741.25569,6428625750.0
978,2014-09-05,485.91,155908.0,176487.554563,1814873.85,5118483.65167,6429245278.5
979,2014-09-06,481.09,143414.0,139265.962573,2025388.9,1606067.5125,6367490749.5
980,2014-09-07,480.62,214360.0,116879.535761,1979673.78,1387220.61562,6363240583.0
981,2014-09-08,476.61,151689.0,108258.787674,1828275.96,6226048.98435,6311972619.75
982,2014-09-09,466.48,173414.0,162070.041121,1545448.24,3335590.91601,6179355602.0
983,2014-09-10,485.03,164564.0,143549.054792,1898407.42,6346407.79646,6426974895.25
984,2014-09-11,469.0,147710.0,159171.833779,1904140.0,4074503.78039,6216466025.0
985,2014-09-12,470.43,148941.0,169561.169832,1898185.05,3468571.79262,6237313762.5
986,2014-09-13,479.86,136734.0,126967.109362,2127699.24,2844690.84922,6364467155.5
987,2014-09-14,475.49,203940.0,103611.295743,2025587.4,1850051.20916,6308527913.25
988,2014-09-15,475.3,161269.0,205777.85643,1763838.3,2524429.50586,6307765712.5
989,2014-09-16,468.0,186658.0,159974.369923,1983852.0,2796018.21974,6212863800.0
990,2014-09-17,448.0,164215.0,156754.127138,2122176.0,5007061.59407,5949473600.0
991,2014-09-18,428.19,168204.0,237590.08221,1985517.03,6474529.07013,5688375693.0
992,2014-09-19,398.89,149539.0,174977.292834,1619892.29,13959017.8116,5300749487.5
