date,bitcoin,bitcoin_buy,bitcoin_mining,bitcoin_price,blockchain,value,unique,trans_volume,revenue,trade_volume,market_cap,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,change,change_1,change_2,change_3,change_4,change_5,down_up,value_tomorrow,change_tomorrow,class_change_tomorrow,change_bitcoin,change_unique,change_revenue,change_trade_volume,change_market_cap,class_change
2012-01-13,4.797362436738267,0.0,0.0,0.0,0.0,6.8583899897,11096.0,0.0,42583.743446,452370.55691499996,55561874.8236,6.997000000000001,7.138,6.89,7.2,7.2,7.015560000000001,7.22,6.399,-1.980992000857512,-1.9753432333987035,3.5994194484760555,-4.305555555555557,0.0,2.6290132220378553,0,6.75,-1.5803999169306735,down1,-4.166666666666657,-0.7868383404864119,-27.03512520489153,-50.2359207138597,-1.9059196916562797,down1
2012-01-14,5.423105363269343,0.0,0.0,0.0,0.0,6.75,10567.0,0.0,54074.25,781797.291696,54737775.0,6.8583899897,6.997000000000001,7.138,6.89,7.2,7.2,7.015560000000001,7.22,-1.5803999169306735,-1.980992000857512,-1.9753432333987035,3.5994194484760555,-4.305555555555557,0.0,0,6.98999,3.555407407407415,up2,13.043478260869534,-4.767483777937997,26.983317163205697,72.82232005273923,-1.483210971941432,down1
2012-01-15,5.631686338779705,0.0,0.0,0.0,0.0,6.98999,11200.0,0.0,51767.865939999996,608385.040367,56735651.833000004,6.75,6.8583899897,6.997000000000001,7.138,6.89,7.2,7.2,7.015560000000001,3.555407407407415,-1.5803999169306735,-1.980992000857512,-1.9753432333987035,3.5994194484760555,-4.305555555555557,1,7.18888,2.8453545713227157,up1,3.8461538461538822,5.9903473076559095,-4.265216919328523,-22.181229478655055,3.64990508474267,up2
2012-01-16,20.85809755103594,0.0,0.0,0.0,0.0,7.18888,11207.0,0.0,57007.8184,742853.822772,58406774.448,6.98999,6.75,6.8583899897,6.997000000000001,7.138,6.89,7.2,7.2,2.8453545713227157,3.555407407407415,-1.5803999169306735,-1.980992000857512,-1.9753432333987035,3.5994194484760555,1,6.98,-2.90559864679895,down2,270.37037037037027,0.0625,10.122017519658257,22.102578709674304,2.9454541562665213,up1
2012-01-17,10.42904877551797,0.0,0.0,0.0,0.0,6.98,11033.0,0.0,55302.54,929941.5205379999,56764850.0,7.18888,6.98999,6.75,6.8583899897,6.997000000000001,7.138,6.89,7.2,-2.90559864679895,2.8453545713227157,3.555407407407415,-1.5803999169306735,-1.980992000857512,-1.9753432333987035,0,6.95,-0.42979942693411033,down1,-50.0,-1.55260105291336,-2.991306188977049,25.18499495201786,-2.811188365592443,down2
2012-01-18,7.926077069393657,0.0,0.0,0.0,0.0,6.95,11962.0,0.0,49421.45,2327006.60673,56570220.0,6.98,7.18888,6.98999,6.75,6.8583899897,6.997000000000001,7.138,6.89,-0.42979942693411033,-2.90559864679895,2.8453545713227157,3.555407407407415,-1.5803999169306735,-1.980992000857512,0,6.3,-9.352517985611513,down4,-24.0,8.420193963563861,-10.63439400794249,150.23149900692195,-0.34287063209011137,down1
2012-01-19,6.674591216331501,0.0,0.0,0.0,0.0,6.3,10970.0,0.0,42884.1,730224.229471,51322320.0,6.95,6.98,7.18888,6.98999,6.75,6.8583899897,6.997000000000001,7.138,-9.352517985611513,-0.42979942693411033,-2.90559864679895,2.8453545713227157,3.555407407407415,-1.5803999169306735,0,6.58,4.444444444444443,up2,-15.789473684210535,-8.29292760407958,-13.22775839235797,-68.61958933167193,-9.27678909503976,down4
2012-01-20,5.423105363269343,0.0,0.0,0.0,0.0,6.58,11045.0,0.0,45684.94,601985.154708,53648714.0,6.3,6.95,6.98,7.18888,6.98999,6.75,6.8583899897,6.997000000000001,4.444444444444443,-9.352517985611513,-0.42979942693411033,-2.90559864679895,2.8453545713227157,3.555407407407415,1,6.55,-0.4559270516717362,down1,-18.750000000000014,0.6836827711941709,6.531185217831322,-17.561602256871268,4.532908878632142,up2
2012-01-21,6.048848289800423,0.0,0.0,0.0,0.0,6.55,10759.0,0.0,58655.25,446998.40775699995,53462737.5,6.58,6.3,6.95,6.98,7.18888,6.98999,6.75,6.8583899897,-0.4559270516717362,4.444444444444443,-9.352517985611513,-0.42979942693411033,-2.90559864679895,2.8453545713227157,0,6.39,-2.4427480916030504,down2,11.53846153846159,-2.589406971480301,28.39077823020014,-25.74594169621645,-0.3466560260885245,down1
2012-01-22,6.4660102408211415,0.0,0.0,0.0,0.0,6.39,8918.0,0.0,41554.17,220711.106262,52198312.5,6.55,6.58,6.3,6.95,6.98,7.18888,6.98999,6.75,-2.4427480916030504,-0.4559270516717362,4.444444444444443,-9.352517985611513,-0.42979942693411033,-2.90559864679895,0,6.45485,1.0148669796557215,up1,6.896551724137922,-17.11125569290826,-29.155241858145686,-50.62373770646979,-2.3650584671239443,down2
2012-01-23,5.423105363269343,0.0,0.0,0.0,0.0,6.45485,10161.0,0.0,55214.7869,259120.97255900002,52783244.905,6.39,6.55,6.58,6.3,6.95,6.98,7.18888,6.98999,1.0148669796557215,-2.4427480916030504,-0.4559270516717362,4.444444444444443,-9.352517985611513,-0.42979942693411033,1,6.515,0.9318574405292139,up1,-16.12903225806454,13.93810271361292,32.87423837366984,17.40277911135327,1.1205963890116237,up1
2012-01-24,6.2574292653107815,0.0,0.0,0.0,0.0,6.515,11338.0,0.0,44028.37,211725.841247,53319085.75,6.45485,6.39,6.55,6.58,6.3,6.95,6.98,7.18888,0.9318574405292139,1.0148669796557215,-2.4427480916030504,-0.4559270516717362,4.444444444444443,-9.352517985611513,1,6.45,-0.9976976208749022,down1,15.384615384615415,11.583505560476326,-20.25982083433523,-18.290735344167672,1.0151722311965017,up1
2012-01-25,6.674591216331501,0.0,0.0,0.0,0.0,6.45,12942.0,0.0,50032.65,529706.3012260001,52837110.0,6.515,6.45485,6.39,6.55,6.58,6.3,6.95,6.98,-0.9976976208749022,0.9318574405292139,1.0148669796557215,-2.4427480916030504,-0.4559270516717362,4.444444444444443,0,6.2,-3.875968992248062,down2,6.666666666666671,14.147115893455634,13.637297951298208,150.185002504273,-0.9039460133653989,down1
2012-01-26,5.005943412248626,0.0,0.0,0.0,0.0,6.2,11098.0,0.0,40343.4,996019.80095,50829460.0,6.45,6.515,6.45485,6.39,6.55,6.58,6.3,6.95,-3.875968992248062,-0.9976976208749022,0.9318574405292139,1.0148669796557215,-2.4427480916030504,-0.4559270516717362,0,5.689,-8.241935483870975,down4,-25.0,-14.248184206459584,-19.36585409727448,88.03246226158191,-3.799696841859827,down2
2012-01-27,5.631686338779705,0.0,0.0,0.0,0.0,5.689,10852.0,0.0,39658.019,825301.832351,46679667.25,6.2,6.45,6.515,6.45485,6.39,6.55,6.58,6.3,-8.241935483870975,-3.875968992248062,-0.9976976208749022,0.9318574405292139,1.0148669796557215,-2.4427480916030504,0,5.74815,1.0397257866057146,up1,12.500000000000014,-2.216615606415573,-1.6988677206184946,-17.140017541435398,-8.164148802682533,down4
2012-01-28,3.54587658367611,0.0,0.0,0.0,0.0,5.74815,10498.0,0.0,44582.6514,531539.450065,47209555.95,5.689,6.2,6.45,6.515,6.45485,6.39,6.55,6.58,1.0397257866057146,-8.241935483870975,-3.875968992248062,-0.9976976208749022,0.9318574405292139,1.0148669796557215,1,5.76,0.20615328410011102,up1,-37.03703703703705,-3.2620715075562146,12.41774683702684,-35.59453896390518,1.1351595485077013,up1
2012-01-29,3.9257919319271215,0.0,0.0,0.0,0.0,5.76,10772.0,0.0,48216.96,299939.361315,47353824.0,5.74815,5.689,6.2,6.45,6.515,6.45485,6.39,6.55,0.20615328410011102,1.0397257866057146,-8.241935483870975,-3.875968992248062,-0.9976976208749022,0.9318574405292139,1,5.6,-2.7777777777777715,down2,10.714285714285708,2.6100209563726366,8.151844912480911,-43.57157097590376,0.3055907794447279,up1
2012-01-30,3.165961235425098,0.0,0.0,0.0,0.0,5.6,10175.0,0.0,46508.0,281662.550121,46084920.0,5.76,5.74815,5.689,6.2,6.45,6.515,6.45485,6.39,-2.7777777777777715,0.20615328410011102,1.0397257866057146,-8.241935483870975,-3.875968992248062,-0.9976976208749022,0,5.65,0.892857142857153,up1,-19.35483870967741,-5.5421463052358035,-3.544313038399764,-6.093502071175479,-2.6796230859835077,down2
2012-01-31,3.039322786008094,0.0,0.0,0.0,0.0,5.65,11376.0,0.0,44787.55,222331.809498,46541027.5,5.6,5.76,5.74815,5.689,6.2,6.45,6.515,6.45485,0.892857142857153,-2.7777777777777715,0.20615328410011102,1.0397257866057146,-8.241935483870975,-3.875968992248062,1,5.638,-0.21238938053099332,down1,-4.0,11.803439803439801,-3.6992560419712675,-21.064476124891996,0.9897109510008875,up1
2012-02-01,2.91268433659109,0.0,0.0,0.0,0.0,5.638,11855.0,0.0,38095.966,281803.063454,46480235.8,5.65,5.6,5.76,5.74815,5.689,6.2,6.45,6.515,-0.21238938053099332,0.892857142857153,-2.7777777777777715,0.20615328410011102,1.0397257866057146,-8.241935483870975,0,6.2,9.968073785030157,up4,-4.166666666666671,4.2106188466948,-14.940723482307035,26.748873267518192,-0.1306195914991406,down1
2012-02-02,3.9257919319271215,0.0,0.0,0.0,0.0,6.2,12071.0,0.0,50592.0,858000.309899,51163950.0,5.638,5.65,5.6,5.76,5.74815,5.689,6.2,6.45,9.968073785030157,-0.21238938053099332,0.892857142857153,-2.7777777777777715,0.20615328410011102,1.0397257866057146,1,6.148,-0.8387096774193594,down1,34.78260869565216,1.8220160269928272,32.801462496055365,204.4680563023955,10.076786658642561,up4
2012-02-03,4.558984179012142,0.0,0.0,0.0,0.0,6.148,12407.0,0.0,49227.03599999999,399486.44979600003,50784017.0,6.2,5.638,5.65,5.6,5.76,5.74815,5.689,6.2,-0.8387096774193594,9.968073785030157,-0.21238938053099332,0.892857142857153,-2.7777777777777715,0.20615328410011102,0,6.0,-2.4072869225764464,down2,16.129032258064527,2.783530776240582,-2.6979838709677466,-53.43982453304407,-0.7425794920056035,down1
2012-02-04,4.052430381344125,0.0,0.0,0.0,0.0,6.0,12959.0,0.0,49248.0,151418.289155,49610700.0,6.148,6.2,5.638,5.65,5.6,5.76,5.74815,5.689,-2.4072869225764464,-0.8387096774193594,9.968073785030157,-0.21238938053099332,0.892857142857153,-2.7777777777777715,0,5.9625,-0.625,down1,-11.111111111111128,4.449101313774477,0.04258635437649616,-62.09676467566732,-2.310406047635027,down2
2012-02-05,5.192176426097161,0.0,0.0,0.0,0.0,5.9625,11232.0,0.0,40568.85,703127.204421,49341178.125,6.0,6.148,6.2,5.638,5.65,5.6,5.76,5.74815,-0.625,-2.4072869225764464,-0.8387096774193594,9.968073785030157,-0.21238938053099332,0.892857142857153,0,5.79,-2.8930817610063,down2,28.125,-13.326645574504212,-17.62335526315789,364.3608168767782,-0.5432736788636277,down1
2012-02-06,3.2925996848421017,0.0,0.0,0.0,0.0,5.79,10914.0,0.0,42869.16,388811.42951,47956543.5,5.9625,6.0,6.148,6.2,5.638,5.65,5.6,5.76,-2.8930817610063,-0.625,-2.4072869225764464,-0.8387096774193594,9.968073785030157,-0.21238938053099332,0,5.70999,-1.381865284974083,down1,-36.585365853658544,-2.831196581196579,5.670138542255941,-44.70254783696326,-2.806245569354246,down2
2012-02-07,3.54587658367611,0.0,0.0,0.0,0.0,5.70999,10983.0,0.0,40854.97845,499825.87208500004,47334675.102,5.79,5.9625,6.0,6.148,6.2,5.638,5.65,5.6,-1.381865284974083,-2.8930817610063,-0.625,-2.4072869225764464,-0.8387096774193594,9.968073785030157,0,5.8494,2.4415104054473034,up1,7.692307692307693,0.6322155030236445,-4.698439507562085,28.55225802258593,-1.296733151754367,down1
2012-02-08,3.165961235425098,0.0,0.0,0.0,0.0,5.8494,11209.0,0.0,38629.4376,1410604.19028,48528962.16,5.70999,5.79,5.9625,6.0,6.148,6.2,5.638,5.65,2.4415104054473034,-1.381865284974083,-2.8930817610063,-0.625,-2.4072869225764464,-0.8387096774193594,1,5.8,-0.8445310630150118,down1,-10.714285714285708,2.057725575890018,-5.447416531436218,182.21912251075184,2.523070149792872,up1
2012-02-09,2.7860458871740863,0.0,0.0,0.0,0.0,5.8,11806.0,0.0,41789.0,390715.046567,48160880.0,5.8494,5.70999,5.79,5.9625,6.0,6.148,6.2,5.638,-0.8445310630150118,2.4415104054473034,-1.381865284974083,-2.8930817610063,-0.625,-2.4072869225764464,0,5.92525,2.1594827586206833,up1,-12.0,5.326077259345169,8.17915713067488,-72.3015818853165,-0.7584793566910264,down1
2012-02-10,3.039322786008094,0.0,0.0,0.0,0.0,5.92525,12310.0,0.0,43592.06425,501592.274771,49244456.4875,5.8,5.8494,5.70999,5.79,5.9625,6.0,6.148,6.2,2.1594827586206833,-0.8445310630150118,2.4415104054473034,-1.381865284974083,-2.8930817610063,-0.625,1,6.0,1.2615501455634757,up1,9.090909090909093,4.269015754701002,4.314686281078764,28.378028739414503,2.2499100670502656,up1
2012-02-11,3.165961235425098,0.0,0.0,0.0,0.0,6.0,12079.0,0.0,41424.0,166725.347325,49907100.0,5.92525,5.8,5.8494,5.70999,5.79,5.9625,6.0,6.148,1.2615501455634757,2.1594827586206833,-0.8445310630150118,2.4415104054473034,-1.381865284974083,-2.8930817610063,1,5.85,-2.5,down2,4.166666666666671,-1.8765231519090122,-4.973529671745254,-66.76078246996173,1.345620522115425,up1
2012-02-12,3.039322786008094,0.0,0.0,0.0,0.0,5.85,11301.0,0.0,46817.55,605923.158767,48706222.5,6.0,5.92525,5.8,5.8494,5.70999,5.79,5.9625,6.0,-2.5,1.2615501455634757,2.1594827586206833,-0.8445310630150118,2.4415104054473034,-1.381865284974083,0,5.72,-2.2222222222222143,down2,-4.0,-6.440930540607667,13.020350521436853,263.4259388201277,-2.4062257674759735,down2
2012-02-13,3.4192381342591056,0.0,0.0,0.0,0.0,5.72,12245.0,587.0924381,42064.88,1150509.00459,47665904.0,5.85,6.0,5.92525,5.8,5.8494,5.70999,5.79,5.9625,-2.2222222222222143,-2.5,1.2615501455634757,2.1594827586206833,-0.8445310630150118,2.4415104054473034,0,5.6,-2.097902097902093,down2,12.5,8.353243075834001,-10.151470976161718,89.87704759976234,-2.1359047090954277,down2
2012-02-14,3.7991534825101176,0.0,0.0,0.0,0.0,5.6,14695.0,1210.67476394,38113.6,1595943.96728,46704000.0,5.72,5.85,6.0,5.92525,5.8,5.8494,5.70999,5.79,-2.097902097902093,-2.2222222222222143,-2.5,1.2615501455634757,2.1594827586206833,-0.8445310630150118,0,4.88,-12.857142857142847,down4,11.111111111111128,20.00816659861168,-9.393299113179438,38.71633867383218,-2.0180127077837398,down2
2012-02-15,4.179068830761128,0.0,0.0,0.0,0.0,4.88,14215.0,0.0,34721.2,606265.920409,40733848.0,5.6,5.72,5.85,6.0,5.92525,5.8,5.8494,5.70999,-12.857142857142847,-2.097902097902093,-2.2222222222222143,-2.5,1.2615501455634757,2.1594827586206833,0,4.7336800000000006,-2.9983606557376987,down2,9.999999999999972,-3.2664171486900244,-8.900759833760134,-62.01207981992805,-12.782956491949292,down4
2012-02-16,4.179068830761128,0.0,0.0,0.0,0.0,4.7336800000000006,14299.0,0.0,30574.83912,1022854.9316700001,39543032.564,4.88,5.6,5.72,5.85,6.0,5.92525,5.8,5.8494,-2.9983606557376987,-12.857142857142847,-2.097902097902093,-2.2222222222222143,-2.5,1.2615501455634757,0,4.76998,0.7668452451369774,up1,0.0,0.5909250791417548,-11.941870903079376,68.713908738258,-2.923405213276183,down2
2012-02-17,3.039322786008094,0.0,0.0,0.0,0.0,4.76998,11991.0,0.0,33881.16794,689769.489315,39880133.287,4.7336800000000006,4.88,5.6,5.72,5.85,6.0,5.92525,5.8,0.7668452451369774,-2.9983606557376987,-12.857142857142847,-2.097902097902093,-2.2222222222222143,-2.5,1,4.49675,-5.728116260445546,down3,-27.272727272727252,-16.140988880341283,10.813887873696842,-32.56428962132259,0.8524908211184936,up1
2012-02-18,3.2925996848421017,0.0,0.0,0.0,0.0,4.49675,11605.0,0.0,39360.05275,325162.16441100003,37635099.45,4.76998,4.7336800000000006,4.88,5.6,5.72,5.85,6.0,5.92525,-5.728116260445546,0.7668452451369774,-2.9983606557376987,-12.857142857142847,-2.097902097902093,-2.2222222222222143,0,4.33333,-3.634180241285364,down2,8.333333333333329,-3.219080977399713,16.17088531216673,-52.85930017955508,-5.629454196763746,down3
2012-02-19,3.039322786008094,0.0,0.0,0.0,0.0,4.33333,10536.0,0.0,34025.307160000004,157343.74569100002,36301388.7425,4.49675,4.76998,4.7336800000000006,4.88,5.6,5.72,5.85,6.0,-3.634180241285364,-5.728116260445546,0.7668452451369774,-2.9983606557376987,-12.857142857142847,-2.097902097902093,0,4.52,4.307772544440397,up2,-7.692307692307693,-9.211546747091774,-13.553705387246964,-51.61068447923113,-3.5437948271450637,down2
2012-02-20,3.54587658367611,0.0,0.0,0.0,0.0,4.52,10712.0,0.0,33009.56,279579.97352199996,37898166.0,4.33333,4.49675,4.76998,4.7336800000000006,4.88,5.6,5.72,5.85,4.307772544440397,-3.634180241285364,-5.728116260445546,0.7668452451369774,-2.9983606557376987,-12.857142857142847,1,4.4354,-1.8716814159292028,down1,16.66666666666667,1.6704631738800373,-2.9852696265858043,77.68737632003112,4.398667138677723,up2
2012-02-21,3.165961235425098,0.0,0.0,0.0,0.0,4.4354,11125.0,0.0,28399.8662,199367.959757,37217219.63,4.52,4.33333,4.49675,4.76998,4.7336800000000006,4.88,5.6,5.72,-1.8716814159292028,4.307772544440397,-3.634180241285364,-5.728116260445546,0.7668452451369774,-2.9983606557376987,0,4.54,2.3582991387473555,up1,-10.714285714285708,3.8554891710231516,-13.964723552813169,-28.690185764928586,-1.7967792161763043,down1
2012-02-22,3.2925996848421017,0.0,0.0,0.0,0.0,4.54,12333.0,0.0,35652.62,382274.63639,38130552.0,4.4354,4.52,4.33333,4.49675,4.76998,4.7336800000000006,4.88,5.6,2.3582991387473555,-1.8716814159292028,4.307772544440397,-3.634180241285364,-5.728116260445546,0.7668452451369774,1,4.92481,8.475991189427305,up3,4.0,10.858426966292129,25.53798580924301,91.74326549558722,2.4540585757883377,up1
2012-02-23,3.165961235425098,0.0,0.0,0.0,0.0,4.92481,13080.0,0.0,41388.10324,681747.6589779999,41403862.632,4.54,4.4354,4.52,4.33333,4.49675,4.76998,4.7336800000000006,4.88,8.475991189427305,2.3582991387473555,-1.8716814159292028,4.307772544440397,-3.634180241285364,-5.728116260445546,1,5.197780000000001,5.542751903119111,up2,-3.8461538461538396,6.0569204573096584,16.08712975371793,78.33975735771153,8.58448267940102,up3
2012-02-24,2.6594074377570824,0.0,0.0,0.0,0.0,5.197780000000001,12673.0,650.1435,37704.69612,682550.9772890001,43736459.921000004,4.92481,4.54,4.4354,4.52,4.33333,4.49675,4.76998,4.7336800000000006,5.542751903119111,8.475991189427305,2.3582991387473555,-1.8716814159292028,4.307772544440397,-3.634180241285364,1,5.07,-2.458357221736989,down2,-15.999999999999986,-3.1116207951070294,-8.89967607029675,0.11783220674411155,5.633767336473582,up2
2012-02-25,2.6594074377570824,0.0,0.0,0.0,0.0,5.07,11532.0,255.64054339999998,42354.78,338506.455315,42703596.0,5.197780000000001,4.92481,4.54,4.4354,4.52,4.33333,4.49675,4.76998,-2.458357221736989,5.542751903119111,8.475991189427305,2.3582991387473555,-1.8716814159292028,4.307772544440397,0,5.00073,-1.366272189349118,down1,0.0,-9.003393040321939,12.332903745465856,-50.405688867445214,-2.3615626936099545,down2
2012-02-26,2.7860458871740863,0.0,0.0,0.0,0.0,5.00073,10278.0,329.64851656,38015.54946,390657.302719,42158154.192,5.07,5.197780000000001,4.92481,4.54,4.4354,4.52,4.33333,4.49675,-1.366272189349118,-2.458357221736989,5.542751903119111,8.475991189427305,2.3582991387473555,-1.8716814159292028,0,5.1,1.985110173914606,up1,4.761904761904745,-10.874089490114457,-10.24496063962556,15.406160380448469,-1.2772737171829647,down1
2012-02-27,3.165961235425098,0.0,0.0,0.0,0.0,5.1,11131.0,1087.36162987,40310.4,244820.33591599998,43035330.0,5.00073,5.07,5.197780000000001,4.92481,4.54,4.4354,4.52,4.33333,1.985110173914606,-1.366272189349118,-2.458357221736989,5.542751903119111,8.475991189427305,2.3582991387473555,1,5.0,-1.9607843137254832,down1,13.63636363636364,8.299280015567234,6.036610209763353,-37.33117640140485,2.0806788741392523,up1
2012-02-28,3.4192381342591056,0.0,0.0,0.0,0.0,5.0,11726.0,261.98747992,37525.0,269874.59932800004,42229000.0,5.1,5.00073,5.07,5.197780000000001,4.92481,4.54,4.4354,4.52,-1.9607843137254832,1.985110173914606,-1.366272189349118,-2.458357221736989,5.542751903119111,8.475991189427305,0,4.9,-1.9999999999999858,down1,8.0,5.34543167729764,-6.909879336349931,10.233734594905698,-1.873646606172187,down1
2012-02-29,3.4192381342591056,0.0,0.0,0.0,0.0,4.9,12087.0,662.0576009,45584.7,209114.020032,41429990.0,5.0,5.1,5.00073,5.07,5.197780000000001,4.92481,4.54,4.4354,-1.9999999999999858,-1.9607843137254832,1.985110173914606,-1.366272189349118,-2.458357221736989,5.542751903119111,0,4.98421,1.7185714285714226,up1,0.0,3.078628688384782,21.478214523650905,-22.514374990197908,-1.8920883752871305,down1
2012-03-01,2.1528536400890665,0.0,0.0,0.0,0.0,4.98421,12079.0,255.84679061,38906.74326,192357.785619,42180870.809,4.9,5.0,5.1,5.00073,5.07,5.197780000000001,4.92481,4.54,1.7185714285714226,-1.9999999999999858,-1.9607843137254832,1.985110173914606,-1.366272189349118,-2.458357221736989,1,4.98888,0.09369589162574243,up1,-37.03703703703704,-0.06618681227764966,-14.649557285668209,-8.012965563206066,1.81240885889666,up1
2012-03-02,5.445453324931169,0.0,0.0,0.0,0.0,4.98888,13152.0,847.63153459,33196.00752,673421.518843,42253568.604,4.98421,4.9,5.0,5.1,5.00073,5.07,5.197780000000001,4.92481,0.09369589162574243,1.7185714285714226,-1.9999999999999858,-1.9607843137254832,1.985110173914606,-1.366272189349118,1,4.77995,-4.1879139205593106,down3,152.94117647058826,8.883185694179986,-14.678010189229099,250.08799704984926,0.1723477813656018,up1
2012-03-03,4.432345729595137,0.0,0.0,0.0,0.0,4.77995,10220.0,1526.35133801,28455.04235,197621.93743599998,40512466.225,4.98888,4.98421,4.9,5.0,5.1,5.00073,5.07,5.197780000000001,-4.1879139205593106,0.09369589162574243,1.7185714285714226,-1.9999999999999858,-1.9607843137254832,1.985110173914606,0,4.9,2.5115325474115906,up1,-18.604651162790702,-22.293187347931877,-14.281733028116875,-70.65405070875481,-4.120604333606934,down3
