date,bitcoin,blockchain,bitcoin price,bitcoin buy,bitcoin mining,isPartial
2012-06-03,2.91268433659109,0.0,0.0,0.0,0.0,False
2012-06-04,2.6594074377570824,0.0,0.0,0.0,0.0,False
2012-06-05,2.91268433659109,0.0,0.0,0.0,0.0,False
2012-06-06,3.4192381342591056,0.0,0.0,0.0,0.0,False
2012-06-07,3.165961235425098,0.0,0.0,0.0,0.0,False
2012-06-08,3.672515033093114,0.0,0.0,0.0,0.0,False
2012-06-09,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-06-10,4.052430381344125,0.0,0.0,0.0,0.0,False
2012-06-11,3.9257919319271215,0.0,0.0,0.0,0.0,False
2012-06-12,3.672515033093114,0.0,0.0,0.0,0.0,False
2012-06-13,4.8122610778461485,0.0,0.0,0.0,0.0,False
2012-06-14,3.2925996848421017,0.0,0.0,0.0,0.0,False
2012-06-15,3.672515033093114,0.0,0.0,0.0,0.0,False
2012-06-16,3.039322786008094,0.0,0.0,0.0,0.0,False
2012-06-17,3.165961235425098,0.0,0.0,0.0,0.0,False
2012-06-18,3.4192381342591056,0.0,0.0,0.0,0.0,False
2012-06-19,4.8122610778461485,0.0,0.0,0.0,0.0,False
2012-06-20,3.165961235425098,0.0,0.0,0.0,0.0,False
2012-06-21,3.54587658367611,0.0,0.0,0.0,0.0,False
2012-06-22,3.54587658367611,0.0,0.0,0.0,0.0,False
2012-06-23,3.9257919319271215,0.0,0.0,0.0,0.0,False
2012-06-24,3.4192381342591056,0.0,0.0,0.0,0.0,False
2012-06-25,2.7860458871740863,0.0,0.0,0.0,0.0,False
2012-06-26,3.039322786008094,0.0,0.0,0.0,0.0,False
2012-06-27,2.6594074377570824,0.0,0.0,0.0,0.0,False
2012-06-28,3.2925996848421017,0.0,0.0,0.0,0.0,False
2012-06-29,3.165961235425098,0.0,0.0,0.0,0.0,False
2012-06-30,3.039322786008094,0.0,0.0,0.0,0.0,False
2012-07-01,3.54587658367611,0.0,0.0,0.0,0.0,False
2012-07-02,3.4192381342591056,0.0,0.0,0.0,0.0,False
2012-07-03,2.2794920895060704,0.0,0.0,0.0,0.0,False
2012-07-04,3.039322786008094,0.0,0.0,0.0,0.0,False
2012-07-05,2.6594074377570824,0.0,0.0,0.0,0.0,False
2012-07-06,3.2925996848421017,0.0,0.0,0.0,0.0,False
2012-07-07,3.165961235425098,0.0,0.0,0.0,0.0,False
2012-07-08,3.54587658367611,0.0,0.0,0.0,0.0,False
2012-07-09,5.065537976680156,0.0,0.0,0.0,0.0,False
2012-07-10,3.2925996848421017,0.0,0.0,0.0,0.0,False
2012-07-11,4.305707280178133,0.0,0.0,0.0,0.0,False
2012-07-12,4.052430381344125,0.0,0.0,0.0,0.0,False
2012-07-13,3.7991534825101176,0.0,0.0,0.0,0.0,False
2012-07-14,3.672515033093114,0.0,0.0,0.0,0.0,False
2012-07-15,4.305707280178133,0.0,0.0,0.0,0.0,False
2012-07-16,3.7991534825101176,0.0,0.0,0.0,0.0,False
2012-07-17,4.305707280178133,0.0,0.0,0.0,0.0,False
2012-07-18,4.179068830761129,0.0,0.0,0.0,0.0,False
2012-07-19,5.065537976680156,0.0,0.0,0.0,0.0,False
2012-07-20,5.065537976680156,0.0,0.0,0.0,0.0,False
2012-07-21,4.938899527263152,0.0,0.0,0.0,0.0,False
2012-07-22,3.54587658367611,0.0,0.0,0.0,0.0,False
2012-07-23,3.54587658367611,0.0,0.0,0.0,0.0,False
2012-07-24,3.54587658367611,0.0,0.0,0.0,0.0,False
2012-07-25,3.4192381342591056,0.0,0.0,0.0,0.0,False
2012-07-26,4.179068830761129,0.0,0.0,0.0,0.0,False
2012-07-27,4.179068830761129,0.0,0.0,0.0,0.0,False
2012-07-28,3.4192381342591056,0.0,0.0,0.0,0.0,False
2012-07-29,4.052430381344125,0.0,0.0,0.0,0.0,False
2012-07-30,4.052430381344125,0.0,0.0,0.0,0.0,False
2012-07-31,4.938899527263152,0.0,0.0,0.0,0.0,False
2012-08-01,3.4192381342591056,0.0,0.0,0.0,0.0,False
2012-08-02,4.305707280178133,0.0,0.0,0.0,0.0,False
2012-08-03,4.179068830761129,0.0,0.0,0.0,0.0,False
2012-08-04,4.558984179012141,0.0,0.0,0.0,0.0,False
2012-08-05,5.318814875514165,0.0,0.0,0.0,0.0,False
2012-08-06,3.4192381342591056,0.0,0.0,0.0,0.0,False
2012-08-07,4.305707280178133,0.0,0.0,0.0,0.0,False
2012-08-08,5.318814875514165,0.0,0.0,0.0,0.0,False
2012-08-09,4.938899527263152,0.0,0.0,0.0,0.0,False
2012-08-10,4.558984179012141,0.0,0.0,0.0,0.0,False
2012-08-11,4.179068830761129,0.0,0.0,0.0,0.0,False
2012-08-12,5.192176426097161,0.0,0.0,0.0,0.0,False
2012-08-13,4.938899527263152,0.0,0.0,0.0,0.0,False
2012-08-14,5.572091774348173,0.0,0.0,0.0,0.0,False
2012-08-15,4.8122610778461485,0.0,0.0,0.0,0.0,False
2012-08-16,5.445453324931169,0.0,0.0,0.0,0.0,False
2012-08-17,5.6987302237651765,0.0,0.0,0.0,0.0,False
2012-08-18,5.82536867318218,0.0,0.0,0.0,0.0,False
2012-08-19,7.471668515603231,0.0,0.0,0.0,0.0,False
2012-08-20,4.685622628429145,0.0,0.0,0.0,0.0,False
2012-08-21,6.965114717935215,0.0,0.0,0.0,0.0,False
2012-08-22,6.5851993696842035,0.0,0.0,0.0,0.0,False
2012-08-23,5.572091774348173,0.0,0.0,0.0,0.0,False
2012-08-24,4.938899527263152,0.0,0.0,0.0,0.0,False
2012-08-25,4.685622628429145,0.0,0.0,0.0,0.0,False
2012-08-26,4.8122610778461485,0.0,0.0,0.0,0.0,False
2012-08-27,5.572091774348173,0.0,0.0,0.0,0.0,False
2012-08-28,4.052430381344125,0.0,0.0,0.0,0.0,False
2012-08-29,5.445453324931169,0.0,0.0,0.0,0.0,False
2012-08-30,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-08-31,3.54587658367611,0.0,0.0,0.0,0.0,False
2012-09-01,3.039322786008094,0.0,0.0,0.0,0.0,False
2012-09-02,3.4192381342591056,0.0,0.0,0.0,0.0,False
2012-09-03,3.9257919319271215,0.0,0.0,0.0,0.0,False
2012-09-04,4.052430381344125,0.0,0.0,0.0,0.0,False
2012-09-05,12.663844941700392,0.0,0.0,0.0,0.0,False
2012-09-06,11.144183548696345,0.0,0.0,0.0,0.0,False
2012-09-07,7.471668515603231,0.0,0.0,0.0,0.0,False
2012-09-08,6.331922470850196,0.0,0.0,0.0,0.0,False
2012-09-09,6.205284021433192,0.0,0.0,0.0,0.0,False
2012-09-10,5.445453324931169,0.0,0.0,0.0,0.0,False
2012-09-11,4.938899527263152,0.0,0.0,0.0,0.0,False
2012-09-12,3.54587658367611,0.0,0.0,0.0,0.0,False
2012-09-13,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-14,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-15,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-16,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-17,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-18,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-19,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-20,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-09-21,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-09-22,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-09-23,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-24,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-09-25,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-26,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-27,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-28,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-09-29,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-09-30,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-01,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-02,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-03,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-04,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-05,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-06,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-07,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-08,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-09,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-10,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-11,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-12,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-13,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-14,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-15,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-16,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-10-17,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-18,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-19,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-20,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-21,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-22,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-23,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-24,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-25,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-26,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-27,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-28,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-29,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-30,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-10-31,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-01,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-02,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-03,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-04,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-05,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-06,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-07,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-08,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-09,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-10,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-11,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-12,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-13,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-14,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-15,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-11-16,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-11-17,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-11-18,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-11-19,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-11-20,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-21,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-11-22,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-23,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-24,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-25,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-11-26,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-11-27,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-11-28,7.387242882658561,0.0,0.0,0.0,0.0,False
2012-11-29,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-11-30,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-01,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-02,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-03,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-04,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-05,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-06,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-07,5.909794306126849,0.0,0.0,0.0,0.0,False
2012-12-08,7.387242882658561,0.0,0.0,0.0,0.0,False
2012-12-09,7.387242882658561,0.0,0.0,0.0,0.0,False
2012-12-10,5.909794306126849,0.0,0.0,0.0,0.0,False
2012-12-11,7.387242882658561,0.0,0.0,0.0,0.0,False
2012-12-12,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-13,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-14,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-15,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-16,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-17,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-18,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-19,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-20,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-21,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-22,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-23,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-24,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-25,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-26,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-27,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-28,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-29,2.9548971530634245,0.0,0.0,0.0,0.0,False
2012-12-30,4.432345729595137,0.0,0.0,0.0,0.0,False
2012-12-31,2.9548971530634245,0.0,0.0,0.0,0.0,False
2013-01-01,2.9548971530634245,0.0,0.0,0.0,0.0,False
2013-01-02,2.9548971530634245,0.0,0.0,0.0,0.0,False
2013-01-03,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-04,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-05,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-01-06,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-01-07,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-08,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-09,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-10,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-11,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-12,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-13,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-14,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-15,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-16,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-17,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-18,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-19,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-20,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-21,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-22,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-01-23,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-01-24,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-01-25,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-01-26,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-27,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-28,4.432345729595137,0.0,0.0,0.0,0.0,False
2013-01-29,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-01-30,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-01-31,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-01,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-02,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-03,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-04,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-02-05,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-02-06,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-07,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-02-08,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-02-09,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-02-10,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-02-11,5.909794306126849,0.0,0.0,0.0,0.0,False
2013-02-12,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-13,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-14,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-15,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-16,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-17,7.387242882658561,0.0,0.0,0.0,0.0,False
2013-02-18,8.864691459190274,0.0,0.0,0.0,0.0,False
2013-02-19,8.864691459190274,0.0,0.0,0.0,0.0,False
2013-02-20,8.864691459190274,0.0,0.0,0.0,0.0,False
